case_key,case_name_abbreviation,dissent_ind,majority_word_count,dissent_word_count,officialcitation,issuearea,majvotes,minvotes,kldiv_score,d2v_cosdist_score,sbert_cosdist_score,legalbert_cosdist_score,year,voyage3_cosdist,voyagelaw_cosdist,z_kldiv,z_d2v,z_voyage3,composite_div
a6334,O'Gilvie v. United States,1,4122,2532,519 U.S. 79,12,6,3,.5232178,.24472594,.035436749,.0078189969,1996,.28420055,.16171277,-.84942257,-.240798,-.16122948,-.41715002
a6335,M. L. B. v. S. L. J.,1,7640,45,519 U.S. 102,2,6,3,4.9116869,.55576217,.38991696,.093028247,1996,.563218,.61563212,2.4429166,2.1279209,1.9919647,2.1876006
a6335,M. L. B. v. S. L. J.,2,7640,5199,519 U.S. 102,2,6,3,.71418208,.1720154,.041067,.0072146654,1996,.18764877,.13459039,-.70615637,-.79453039,-.90632522,-.80233735
a6336,United States v. Watts,1,3078,3602,519 U.S. 148,1,7,2,1.1781322,.19331354,.040288199,.0076059103,1997,.26534426,.16902232,-.35808942,-.63233286,-.30674455,-.43238893
a6336,United States v. Watts,2,3078,362,519 U.S. 148,1,7,2,.97901505,.39144087,.19168781,.036679089,1997,.42401797,.35096389,-.5074721,.87652016,.91774976,.42893261
a6337,Old Chief v. United States,1,6464,3078,519 U.S. 172,1,5,4,1.0908622,.2048285,.048707251,.0094298124,1997,.17567569,.16044974,-.42356157,-.54463989,-.9987222,-.6556412
a6339,Babbitt v. Youpee,1,3035,515,519 U.S. 234,4,8,1,1.6638975,.3541643,.122851,.017833531,1997,.44161463,.28071386,.0063438835,.59263778,1.0535443,.55084199
a6341,General Motors Corp. v. Tracy,1,10381,642,519 U.S. 278,8,8,1,2.0199475,.28822297,.13335055,.019660234,1997,.28284752,.89370656,.27346152,.090456754,-.17167085,.064082474
a6344,Maryland v. Wilson,1,1843,2449,519 U.S. 408,1,7,2,.55789143,.2368345,.084331043,.0087763071,1997,.26409578,.23223293,-.82340956,-.30089587,-.31637913,-.48022819
a6344,Maryland v. Wilson,2,1843,601,519 U.S. 408,1,7,2,1.432681,.37521124,.17976449,.023948133,1997,.37392265,.36133111,-.16712056,.75292224,.53116125,.37232098
a6347,United States v. Wells,1,6170,5367,519 U.S. 482,1,8,1,2.9128921,.2747854,.065494001,.010862827,1997,.33632845,.16938245,.94337088,-.011878026,.2410446,.39084581
a635,United New York & New Jersey Sandy Hook Pilots Ass'n v. Halecki,1,1566,2000,358 U.S. 613,8,5,4,.77584583,.17320371,.082835302,.0046870708,1959,.1806075,.12321377,-.6598947,-.7854808,-.96066314,-.80201286
a6353,United States v. Gonzales,1,2923,836,520 U.S. 1,1,7,2,.43628028,.20462847,.085504651,.012412548,1997,.29090929,.22596139,-.91464525,-.5461632,-.10945772,-.52342206
a6353,United States v. Gonzales,2,2923,538,520 U.S. 1,1,7,2,.45547518,.3149271,.093609333,.011503458,1997,.36079192,.23946041,-.90024477,.29382402,.42983067,-.05886336
a6355,Commissioner v. Estate of Hubert,1,4648,5263,520 U.S. 93,12,7,2,.60620987,.12782276,.0329706,.0045886636,1997,.17453307,.089366794,-.78715986,-1.1310827,-1.0075399,-.97526079
a6355,Commissioner v. Estate of Hubert,2,4648,1271,520 U.S. 93,12,7,2,.45949316,.23856914,.045621399,.0083414316,1997,.24385417,.21132505,-.89723039,-.28768557,-.4725849,-.55250031
a6356,"Turner Broadcasting System, Inc. v. Federal Communications Commission",1,12562,9185,520 U.S. 180,3,5,4,.81060493,.073412299,.021348899,.0038210154,1997,.12647426,.92895436,-.63381755,-1.5454495,-1.3784126,-1.1858932
a6358,In re Vey,1,273,31,520 U.S. 303,2,8,1,6.3202233,.45041299,.70201451,.18733001,1997,.60298526,.84662706,3.4996359,1.3256266,2.298851,2.3747046
a6359,Chandler v. Miller,1,4840,1521,520 U.S. 305,5,8,1,1.0991513,.20697165,.042706128,.011030376,1997,.18408841,.13738716,-.41734287,-.52831858,-.93380076,-.62648737
a636,York v. O'Neill,1,2858,2183,359 U.S. 1,1,7,2,3.0307956,.31793001,.1060465,.0090540648,1959,.38123363,.25950217,1.0318249,.31669292,.58758056,.64536613
a6361,Timmons v. Twin Cities Area New Party,1,5632,4124,520 U.S. 351,2,6,3,.33929989,.11074525,.026228899,.0047812462,1997,.1606459,.10554403,-.98740238,-1.2611377,-1.1147079,-1.1210827
a6361,Timmons v. Twin Cities Area New Party,2,5632,745,520 U.S. 351,2,6,3,.73181987,.28815365,.13313705,.014784038,1997,.31016642,.26198155,-.69292408,.089928843,.039150678,-.18794818
a6362,Board of the County Commissioners of Bryan County v. Brown,1,5407,4908,520 U.S. 397,2,5,4,.69181341,.18035351,.0452745,.0077738762,1997,.1807735,.145271,-.72293794,-.73103094,-.95938212,-.80445033
a6362,Board of the County Commissioners of Bryan County v. Brown,2,5407,2357,520 U.S. 397,2,5,4,.99514228,.3063997,.10390246,.019685984,1997,.35457629,.27479261,-.49537301,.228883,.38186428,.03845809
a6364,Lambrix v. Singletary,1,6645,2282,520 U.S. 518,1,5,4,.23131952,.1311743,.04431707,.0034341812,1997,.33176649,.18962276,-1.0684119,-1.1055588,.20583968,-.65604365
a6364,Lambrix v. Singletary,2,6645,446,520 U.S. 518,1,5,4,3.7477827,.45082861,.2291491,.033944607,1997,.42083883,.31093562,1.5697267,1.3287919,.89321625,1.2639116
a6365,Harbor Tug & Barge Co. v. Papai,1,3579,1042,520 U.S. 548,8,6,3,1.8020905,.18250835,.061513539,.0066467524,1997,.25100416,.18592608,.11001974,-.71462059,-.41740796,-.3406696
a6366,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",1,10243,4609,520 U.S. 564,8,5,4,.62175804,.1491264,.031165101,.0046154261,1997,.24647766,.82859385,-.77549523,-.96884328,-.4523392,-.73222589
a6366,"Camps Newfound/Owatonna, Inc. v. Town of Harrison",2,10243,11407,520 U.S. 564,8,5,4,2.2749476,.42070836,.13803506,.012483776,1997,.32416731,.0010784268,.46476898,1.0994089,.1471964,.57045805
a637,"United States v. Embassy Restaurant, Inc.",1,1867,1815,359 U.S. 29,8,6,3,.78415394,.19041289,.043933999,.0054039359,1959,.22803956,.14667761,-.65366173,-.65442294,-.59462714,-.63423729
a6371,United States v. LaBonte,1,3173,5711,520 U.S. 751,1,6,3,.45953518,.26847434,.058628,.00824821,1997,.24620706,.16975212,-.89719886,-.059940353,-.45442748,-.47052222
a6372,McMillian v. Monroe County,1,4803,2904,520 U.S. 781,2,5,4,.74236619,.1704438,.020563601,.0033791065,1997,.1653176,.077088535,-.68501198,-.806499,-1.0786562,-.85672241
a6373,De Buono v. NYSA-ILA Medical & Clinical Services Fund ex rel. Bowers,1,3145,1180,520 U.S. 806,10,7,2,1.5186068,.3188211,.089462899,.011556685,1997,.47099727,.30309623,-.10265686,.32347906,1.2802919,.5003714
a6374,Boggs v. Boggs,1,5921,6387,520 U.S. 833,10,5,4,.19412962,.1552601,.029985899,.0069475174,1997,.15879911,.088597298,-1.0963128,-.9221316,-1.1289598,-1.0491347
a6375,Saratoga Fishing Co. v. J. M. Martinac & Co.,1,2802,41,520 U.S. 875,8,6,3,5.2691426,.70939898,.6790514,.15988618,1997,.86617684,.83813894,2.7110889,3.2979534,4.329916,3.4463193
a6375,Saratoga Fishing Co. v. J. M. Martinac & Co.,2,2802,2362,520 U.S. 875,8,6,3,.97638172,.1855206,.055104598,.0069707632,1997,.19680226,.15701818,-.50944763,-.69168055,-.83568722,-.67893845
a6376,Lords Landing Village Condominium Council of Unit Owners v. Continental Insurance,1,1165,443,520 U.S. 893,9,7,2,1.5230867,.40724269,.1453874,.023241758,1997,.35585886,.31667471,-.099295937,.99686003,.39176196,.42977536
a6377,Vey v. Clinton,1,269,31,520 U.S. 937,2,7,1,4.2286539,.43823859,.57641333,.15313828,1997,.61891627,.79307157,1.9304882,1.2329116,2.4217916,1.8617305
a6378,Associates Commercial Corp. v. Rash,1,3601,581,520 U.S. 953,8,8,1,.87224042,.2385129,.10976315,.0082218647,1997,.23328066,.25100702,-.58757704,-.28811386,-.55418128,-.47662407
a6379,Mazurek v. Armstrong,1,2918,1605,520 U.S. 968,5,6,3,.49359059,.25241673,.054648701,.0092561245,1997,.20716512,.1348533,-.87164962,-.18222825,-.75571638,-.60319811
a638,Brown v. United States,1,3863,3689,359 U.S. 41,1,5,4,.88003838,.24291974,.051960949,.0096765757,1959,.24389029,.18476045,-.58172685,-.25455323,-.47230616,-.4361954
a6383,Abrams v. Johnson,1,7717,5373,521 U.S. 74,2,5,4,.80399531,.15625741,.02923465,.0082728863,1997,.21960956,.11701494,-.63877624,-.91453654,-.65968198,-.73766494
a6384,Metropolitan Stevedore Co. v. Rambo,1,6254,2958,521 U.S. 121,8,6,3,1.3259982,.088319398,.0524901,.0060224533,1997,.16708124,.12147003,-.24715665,-1.4319234,-1.0650461,-.91470873
a6385,O'Dell v. Netherland,1,4872,3749,521 U.S. 151,1,5,4,.61724645,.1158369,.028259041,.0051802397,1997,.23532498,.15223169,-.77887994,-1.2223618,-.53840512,-.84654897
a6387,Agostini v. Felton,1,10344,4797,521 U.S. 203,3,5,4,.96121228,.1489574,.038981799,.0068953037,1997,.24946183,.88263202,-.52082813,-.97013026,-.42931023,-.64008951
a6387,Agostini v. Felton,2,10344,1799,521 U.S. 203,3,5,4,1.5318094,.31065589,.14889421,.016212821,1997,.42724156,.88409168,-.092751883,.2612963,.94262648,.3703903
a6388,Idaho v. Coeur d'Alene Tribe,1,8138,8732,521 U.S. 261,10,5,4,.9728992,.13557731,.032225698,.0066037178,1997,.17827517,.11830151,-.51206034,-1.0720273,-.97866189,-.85424984
a6389,Lindh v. Murphy,1,5111,2913,521 U.S. 320,1,5,4,1.1180047,.1831495,.04970235,.0080685616,1997,.28257823,.16439003,-.40319857,-.70973784,-.173749,-.42889515
a639,Securities & Exchange Commission v. Variable Annuity Life Insurance,1,2291,2289,359 U.S. 65,8,5,4,1.2661278,.29097211,.13986801,.013348043,1959,.22256428,.17863667,-.29207289,.11139307,-.63688022,-.27252001
a6390,Kansas v. Hendricks,1,6832,7498,521 U.S. 346,4,5,4,1.133283,.1009145,.02866143,.0075391531,1997,.1927191,.11203724,-.39173639,-1.3360045,-.86719722,-.86497939
a6391,Richardson v. McKnight,1,3986,3022,521 U.S. 399,2,5,4,.94879699,.22347564,.048688699,.0076851845,1997,.21240437,.14011538,-.53014243,-.40263125,-.71528482,-.54935282
a6393,Glickman v. Wileman Bros.,1,5601,9075,521 U.S. 457,3,5,4,.70179683,.13278085,.039108299,.0049182177,1997,.21974087,.12201226,-.71544814,-1.0933239,-.65866864,-.82248026
a6393,Glickman v. Wileman Bros.,2,5601,846,521 U.S. 457,3,5,4,2.8197889,.4116832,.13778339,.025401413,1997,.41523039,.24393749,.87352252,1.0306771,.84993559,.91804504
a6394,City of Boerne v. Flores,1,7960,6396,521 U.S. 507,3,6,3,3.3101935,.3419266,.1552358,.010675013,1997,.29537815,.26160735,1.2414364,.4994407,-.074971274,.5553019
a6394,City of Boerne v. Flores,2,7960,278,521 U.S. 507,3,6,3,5.9774852,.60256982,.2670401,.03555429,1997,.48919636,.40639728,3.2425053,2.4843879,1.4207354,2.3825428
a6394,City of Boerne v. Flores,3,7960,121,521 U.S. 507,3,6,3,5.5858445,.70772362,.37283164,.076814294,1997,.62077403,.55936015,2.9486866,3.2851944,2.4361279,2.890003
a6395,Lawyer v. Department of Justice,1,4770,2371,521 U.S. 567,2,5,4,.79848254,.16387665,.04749674,.0065706372,1997,.33831704,.16560197,-.64291209,-.85651165,.25639066,-.41434437
a640,Bartkus v. Illinois,1,5829,5366,359 U.S. 121,1,5,4,1.2495222,.34329081,.082721502,.0060236454,1959,.24232447,.15512681,-.30453083,.50982988,-.48438963,-.093030192
a640,Bartkus v. Illinois,2,5829,1774,359 U.S. 121,1,5,4,4.4037628,.38385445,.11343896,.021061897,1959,.37028199,.2682389,2.0618594,.81874526,.50306612,1.1278902
a6400,Raines v. Byrd,1,5709,1264,521 U.S. 811,9,7,2,.78593653,.16798675,.0771093,.0076369643,1997,.25344026,.15153468,-.65232438,-.82521087,-.39860845,-.62538123
a6400,Raines v. Byrd,2,5709,1583,521 U.S. 811,9,7,2,3.384618,.2473833,.1061349,.012545586,1997,.34792638,.21512073,1.2972715,-.22056073,.33054653,.46908575
a6402,Printz v. United States,1,11973,11266,521 U.S. 898,10,5,4,.69327343,.12470853,.0204976,.0023677945,1997,.16923386,.00064861774,-.72184259,-1.1547993,-1.0484343,-.97502542
a6402,Printz v. United States,2,11973,2168,521 U.S. 898,10,5,4,1.4139025,.21573806,.096047901,.0082302094,1997,.34120554,.93137705,-.18120861,-.46155733,.2786814,-.12136152
a6402,Printz v. United States,3,11973,751,521 U.S. 898,10,5,4,2.042156,.40896213,.12402797,.014490426,1997,.35087347,.85330206,.29012284,1.0099546,.3532894,.55112225
a6403,Pounders v. Watson,1,2718,731,521 U.S. 982,1,7,2,1.4164714,.25768641,.1051576,.010905623,1997,.3307656,.28756678,-.1792814,-.14209665,.19811581,-.041087415
a6404,Brown v. Williams,1,303,28,522 U.S. 1,2,8,1,6.9026999,.50615281,.62986928,.15536034,1997,.60924041,.87869966,3.9366245,1.7501173,2.3471224,2.6779547
a6405,City of Monroe v. United States,1,1498,1362,522 U.S. 34,2,7,2,.73804754,.18567085,.0623166,.0070601702,1997,.17094952,.15652895,-.68825191,-.69053632,-1.0351944,-.80466086
a6405,City of Monroe v. United States,2,1498,1938,522 U.S. 34,2,7,2,.46808985,.1618119,.064691499,.0071569681,1997,.18306905,.14427966,-.89078093,-.87223589,-.9416672,-.90156132
a6406,Jefferson v. City of Tarrant,1,2299,836,522 U.S. 75,9,8,1,1.3315487,.32488221,.1045758,.014430821,1997,.36594903,.2506333,-.24299252,.36963788,.46962842,.19875793
a641,"Monrosa v. Carbon Black Export, Inc.",1,1218,580,359 U.S. 180,8,5,4,1.019682,.31412229,.13914996,.022618175,1959,.37591064,.27252048,-.47696266,.2876949,.54650271,.11907832
a6410,City of Chicago v. International College of Surgeons,1,5074,5370,522 U.S. 156,9,7,2,.80011505,.2149144,.041115802,.0061889887,1997,.31112295,.1704607,-.64168733,-.46783,.046532314,-.35432833
a6412,Rogers v. United States,1,2065,503,522 U.S. 252,9,6,3,1.3331565,.24604949,.1262681,.022360563,1998,.27707267,.20077711,-.24178632,-.2307184,-.21623576,-.22958016
a6413,Buchanan v. Angelone,1,2910,2016,522 U.S. 269,1,6,3,.27010244,.2473567,.040945601,.0058005452,1998,.32656938,.21883982,-1.0393161,-.2207633,.16573328,-.36478204
a6414,Lunding v. New York Tax Appeals Tribunal,1,8136,4348,522 U.S. 287,8,6,3,.29207617,.1373492,.025964741,.003450036,1998,.14869046,.10162479,-1.0228308,-1.0585333,-1.2069688,-1.0961109
a6416,Brogan v. United States,1,3047,884,522 U.S. 398,1,7,2,3.3995953,.28240189,.119323,.011369288,1998,.36971527,.24196208,1.3085078,.046125907,.49869269,.61777544
a6417,"Oubre v. Entergy Operations, Inc.",1,2152,275,522 U.S. 422,2,6,3,2.4011784,.4230305,.21688706,.022292793,1998,.36205983,.35522127,.55947042,1.1170932,.43961522,.70539296
a6417,"Oubre v. Entergy Operations, Inc.",2,2152,2090,522 U.S. 422,2,6,3,2.5439882,.27295309,.13208459,.017708898,1998,.26033032,.17714357,.66660994,-.025832087,-.34543744,.098446809
a6418,Arteaga v. United States Court of Appeals for the Ninth Circuit,1,267,31,522 U.S. 446,2,8,1,6.5333228,.46975917,.60095304,.17606926,1998,.59082079,.80329078,3.6595085,1.4729588,2.204977,2.4458148
a6419,Regions Hospital v. Shalala,1,3925,1670,522 U.S. 448,9,6,3,.59560901,.17689073,.051341198,.004950881,1998,.19488519,.1466881,-.79511285,-.757402,-.85048133,-.80099875
a642,Abbate v. United States,1,4602,980,359 U.S. 187,1,6,3,1.2704238,.3557955,.11422485,.0074629784,1959,.28948545,.20798695,-.28884995,.60506028,-.12044554,.065254927
a6420,National Credit Union Administration v. First National Bank & Trust Co.,1,6691,5017,522 U.S. 479,8,5,4,.36997318,.12302876,.041479349,.0041738749,1998,.14766961,.14425415,-.96439052,-1.1675917,-1.2148467,-1.1156096
a6421,Spencer v. Kemna,1,5577,1052,523 U.S. 1,9,8,1,2.7558663,.29124784,.090478301,.0073006153,1998,.25688869,.18918955,.82556617,.11349292,-.37199673,.18902078
a6425,Lewis v. United States,1,4983,1214,523 U.S. 155,1,8,1,3.110795,.26912719,.1196153,.012987792,1998,.33158779,.27951241,1.0918425,-.054968528,.20446068,.41377822
a6426,Gray v. Maryland,1,3499,2014,523 U.S. 185,1,5,4,.12388405,.1435118,.055512961,.0066895485,1998,.26452178,.14171314,-1.1490127,-1.0116017,-.31309173,-.82456869
a6427,Glendora v. Porzio,1,332,31,523 U.S. 206,2,8,1,5.0090761,.44558144,.58525378,.17285156,1998,.6263001,.79800344,2.5159805,1.2888316,2.4787729,2.0945282
a6428,Almendarez-Torres v. United States,1,7223,8117,523 U.S. 224,1,5,4,.50473833,.1272663,.031795301,.0039505959,1998,.11890304,.11212003,-.86328632,-1.1353204,-1.4368401,-1.145149
a6430,United States v. Scheffer,1,4224,6719,523 U.S. 303,1,8,1,.42204815,.1397859,.035099301,.0041280985,1998,.14665973,.088062108,-.92532259,-1.0399765,-1.22264,-1.0626464
a6432,Breard v. Greene,1,2256,232,523 U.S. 371,1,6,3,2.8993061,.53889132,.2639375,.031556129,1998,.58889014,.4084667,.93317825,1.9994397,2.190078,1.7075653
a6432,Breard v. Greene,2,2256,37,523 U.S. 371,1,6,3,2.6295726,.61085594,.41370249,.077083647,1998,.65648007,.52301693,.7308175,2.5474916,2.7116735,1.9966608
a6432,Breard v. Greene,3,2256,348,523 U.S. 371,1,6,3,2.7789032,.3964766,.3827062,.022823572,1998,.37621176,.32269889,.84284908,.91487008,.54882652,.76884854
a6434,Miller v. Albright,1,7667,3861,523 U.S. 420,2,6,3,.54699087,.20971733,.099265903,.0089588165,1998,.27718633,.18951702,-.83158743,-.50740862,-.21535859,-.5181182
a6434,Miller v. Albright,2,7667,6239,523 U.S. 420,2,6,3,.53507245,.1650914,.048155501,.007122457,1998,.21346229,.12142473,-.84052891,-.84726065,-.70712078,-.79830343
a6437,Calderon v. Thompson,1,8096,2493,523 U.S. 538,1,5,4,3.3051312,.25124615,.12371004,.016024172,1998,.26282829,.16837454,1.2376385,-.19114286,-.32616046,.24011172
a6438,Crawford-El v. Britton,1,7803,3139,523 U.S. 574,2,5,4,2.2099679,.21366227,.0604272,.0064175129,1998,.25641876,.14178723,.4160195,-.47736567,-.37562314,-.14565644
a6438,Crawford-El v. Britton,2,7803,624,523 U.S. 574,2,5,4,4.2737083,.46989679,.12100726,.014800429,1998,.41714883,.29755723,1.9642892,1.4740069,.86474025,1.4343455
a6439,Bousley v. United States,1,2936,2311,523 U.S. 614,1,7,2,1.7265353,.27993315,.057709198,.011779666,1998,.2508074,.21047336,.053336333,.027325077,-.41892633,-.11275497
a644,United States v. Shirey,1,2582,2409,359 U.S. 255,8,5,4,2.3392761,.27275291,.060222499,.0061516762,1959,.23769736,.19931489,.51302975,-.027356589,-.52009732,-.011474716
a6440,Stewart v. Martinez-Villareal,1,2094,724,523 U.S. 637,1,7,2,.84882772,.57726532,.21631545,.043483496,1998,.35986209,.30045366,-.60514188,2.2916799,.42265511,.70306438
a6440,Stewart v. Martinez-Villareal,2,2094,1575,523 U.S. 637,1,7,2,.671933,.19123477,.063373901,.0092656612,1998,.20475572,.18040878,-.73785269,-.64816391,-.77430987,-.72010881
a6442,Arkansas Educational Television Commission v. Forbes,1,4511,3899,523 U.S. 666,3,6,3,.70291728,.18452901,.043942198,.004118979,1998,.2168532,.13518518,-.71460754,-.69923216,-.68095291,-.69826418
a6445,"Kiowa Tribe of Oklahoma v. Manufacturing Technologies, Inc.",1,2260,1964,523 U.S. 751,2,6,3,.76420236,.28202766,.0306294,.0045425892,1998,.23130518,.16257137,-.66862994,.043275949,-.56942612,-.39826003
a6446,New Jersey v. New York,1,15112,5407,523 U.S. 767,11,6,3,.29507104,.1461917,.054359298,.0064910054,1998,.25557154,.83357483,-1.020584,-.99119264,-.3821612,-.7979793
a6446,New Jersey v. New York,2,15112,1055,523 U.S. 767,11,6,3,.85200793,.17627877,.095621303,.0069868565,1998,.2466985,.90786201,-.60275596,-.76206243,-.45063502,-.60515112
a6448,Air Line Pilots Ass'n v. Miller,1,3718,1803,523 U.S. 866,7,7,2,1.6013539,.24795556,.051676031,.0071719885,1998,.28046095,.19861823,-.040577911,-.2162026,-.19008815,-.14895622
a645,Petty v. Tennessee-Missouri Bridge Commission,1,2415,2141,359 U.S. 275,8,6,3,1.1701018,.22418401,.043629501,.0043160319,1959,.22026712,.15926927,-.36411405,-.39723662,-.65460753,-.47198606
a6450,Federal Election Commission v. Akins,1,5086,2376,524 U.S. 11,9,6,3,1.5566899,.28103554,.1351323,.009167254,1998,.39050007,.24942482,-.074085981,.035720393,.65909022,.20690821
a6452,Hopkins v. Reeves,1,3659,555,524 U.S. 88,1,8,1,.50834948,.293724,.097952537,.01425004,1998,.21124166,.19745409,-.86057717,.13235027,-.72425753,-.48416147
a6453,Muscarello v. United States,1,4381,4064,524 U.S. 125,1,5,4,.51884669,.1975915,.032163259,.0036648512,1998,.21625203,.13785785,-.8527019,-.5997538,-.68559223,-.71268266
a6454,Phillips v. Washington Legal Foundation,1,4623,2442,524 U.S. 156,4,5,4,2.1856155,.2731576,.0989132,.017603874,1998,.32740903,.16668773,.39774978,-.024274677,.17221291,.181896
a6454,Phillips v. Washington Legal Foundation,2,4623,1359,524 U.S. 156,4,5,4,2.0273733,.28469694,.12079704,.016509891,1998,.22287595,.15958297,.27903253,.063604005,-.63447499,-.097279489
a6455,Bryan v. United States,1,5350,1903,524 U.S. 184,1,6,3,1.7220426,.18798091,.063218951,.010868013,1998,.24468708,.15181613,.04996575,-.67294395,-.46615723,-.36304516
a6456,"American Telephone & Telegraph Co. v. Central Office Telephone, Inc.",1,4014,1341,524 U.S. 214,10,7,1,2.2667515,.1954522,.093633533,.0091674328,1998,.29798102,.20328325,.45862004,-.61604577,-.054884735,-.070770159
a6457,Hohn v. United States,1,4992,4001,524 U.S. 236,1,5,4,1.1789739,.3708353,.065618098,.010103762,1998,.32411176,.21908635,-.35745794,.71959698,.14676769,.16963558
a6458,Gebser v. Lago Vista Independent School District,1,5156,4947,524 U.S. 274,2,5,4,.38461006,.12334347,.02586174,.0035589933,1998,.13642907,.085217357,-.95340955,-1.165195,-1.3015907,-1.1400651
a6458,Gebser v. Lago Vista Independent School District,2,5156,291,524 U.S. 274,2,5,4,1.2441932,.37426317,.11467624,.015130222,1998,.37799007,.40144032,-.30852878,.74570215,.56254977,.33324105
a6459,Caron v. United States,1,2293,962,524 U.S. 308,1,6,3,1.6615856,.25067151,.063891202,.012163281,1998,.2545324,.21882772,.0046094046,-.19551913,-.39018035,-.19369669
a6460,United States v. Bajakajian,1,7117,3969,524 U.S. 321,1,5,4,.5419268,.18873477,.049101099,.0089408159,1998,.23329538,.13867015,-.83538663,-.66720283,-.55406767,-.68555236
a6461,Pennsylvania Board of Probation & Parole v. Scott,1,3238,153,524 U.S. 357,1,5,4,1.076025,.43847069,.15008694,.046179891,1998,.4021799,.3214125,-.43469277,1.2346792,.74922413,.51640356
a6461,Pennsylvania Board of Probation & Parole v. Scott,2,3238,3682,524 U.S. 357,1,5,4,.24964204,.2109988,.036959048,.0070490837,1998,.14700621,.13353765,-1.0546659,-.49764946,-1.2199663,-.9240939
a6463,Swidler & Berlin v. United States,1,3247,1779,524 U.S. 399,1,6,3,.57604432,.1620775,.038442701,.0065808892,1998,.26953942,.22154921,-.80979079,-.87021321,-.27437031,-.65145808
a6464,Clinton v. City of New York,1,10351,8921,524 U.S. 417,13,6,3,3.2852583,.22970843,.079000898,.0070883632,1998,.35011971,.88059384,1.2227293,-.35516495,.34747258,.40501231
a6465,Eastern Enterprises v. Apfel,1,10953,1185,524 U.S. 498,4,5,4,.46961895,.222372,.092141867,.012992382,1998,.28296393,.92257959,-.88963377,-.4110361,-.17077252,-.49048081
a6465,Eastern Enterprises v. Apfel,2,10953,4616,524 U.S. 498,4,5,4,.43876931,.13545036,.02723974,.0049484372,1998,.18920827,.93025792,-.91277796,-1.0729941,-.89429051,-.96002084
a6466,National Endowment for the Arts v. Finley,1,5458,7581,524 U.S. 569,3,8,1,1.3730209,.12983346,.040508751,.0061262846,1998,.19606251,.099056005,-.21187903,-1.11577,-.84139597,-.72301501
a6468,United States v. Balsys,1,10729,295,524 U.S. 666,1,7,2,1.4419205,.4864136,.1285145,.016959906,1998,.34437299,.83629131,-.16018881,1.5997919,.30312479,.58090931
a6468,United States v. Balsys,2,10729,5722,524 U.S. 666,1,7,2,.41194412,.1047216,.027035531,.0037406087,1998,.11780709,.83621788,-.93290287,-1.3070112,-1.4452976,-1.2284039
a6469,Monge v. California,1,3417,996,524 U.S. 721,1,5,4,1.051928,.28460723,.1054123,.010051847,1998,.30161488,.29341602,-.45277092,.062920853,-.026842048,-.13889737
a6469,Monge v. California,2,3417,1546,524 U.S. 721,1,5,4,1.3620511,.31348851,.074283361,.0088083744,1998,.29692656,.22740316,-.22010882,.28286836,-.063022107,-.000087524451
a647,Felter v. Southern Pacific Co.,1,3919,642,359 U.S. 326,7,6,3,2.5820122,.36477923,.12990931,.015672386,1959,.46785623,.30652237,.69513649,.67347658,1.2560523,.87488842
a6470,"Burlington Industries, Inc. v. Ellerth",1,6287,2630,524 U.S. 742,2,7,2,.95523566,.12852371,.041075401,.0040640235,1998,.22027117,.16288126,-.52531195,-1.1257446,-.65457624,-.76854426
a6471,Faragher v. City of Boca Raton,1,10067,478,524 U.S. 775,2,7,2,1.3427204,.2087232,.13481724,.019247293,1998,.3497619,.98247403,-.23461123,-.51497948,.34471136,-.13495979
a6473,Minnesota v. Carter,1,2158,2097,525 U.S. 83,1,6,3,.98371023,.2320459,.07827276,.013494432,1998,.40129799,.26600325,-.50394964,-.33736375,.74241835,-.032965016
a6474,Calderon v. Coleman,1,1840,1796,525 U.S. 141,1,5,4,.5170626,.2159218,.057680849,.0075087547,1998,.2581014,.16827291,-.85404032,-.46015799,-.36263812,-.55894548
a6475,In re Kennedy,1,274,31,525 U.S. 153,2,8,1,7.0499673,.51872712,.51409042,.17452389,1999,.62185955,.83160317,4.0471082,1.8458779,2.444505,2.7791636
a6476,"El Al Israel Airlines, Ltd. v. Tsui Yuan Tseng",1,5833,1727,525 U.S. 155,8,8,1,.40908399,.188546,.056892902,.0070831776,1999,.25939012,.21657866,-.93504858,-.66864043,-.35269305,-.65212739
a6477,"Buckley v. American Constitutional Law Foundation, Inc.",1,6732,2476,525 U.S. 182,3,6,3,2.2654705,.14304596,.066461198,.0081592202,1999,.22412694,.13144714,.45765898,-1.0151492,-.62482113,-.3941038
a6479,Lopez v. Monterey County,1,6071,2910,525 U.S. 266,2,8,1,1.0720685,.21158016,.059606969,.0075250864,1999,.1908282,.11784852,-.43766108,-.49322212,-.88178939,-.60422421
a648,Frank v. Maryland,1,4035,3438,359 U.S. 360,1,5,4,1.7314447,.17927191,.058192849,.0051716566,1959,.19016373,.14762437,.057019483,-.73926795,-.88691711,-.5230552
a6480,Department of Commerce v. United States House of Representatives,1,7929,2640,525 U.S. 316,13,6,3,1.1226956,.241869,.044534739,.00679636,1999,.252563,.13947803,-.39967936,-.26255524,-.40537831,-.35587096
a6480,Department of Commerce v. United States House of Representatives,2,7929,104,525 U.S. 316,13,6,3,1.8480252,.25477827,.37256384,.060904205,1999,.43876427,.42822397,.14448108,-.1642438,1.0315479,.33726174
